# Distance / pm;  g(r);  Integral
1.666666667;  0.000000000;  0.000000000
5.000000000;  0.000000000;  0.000000000
8.333333333;  0.000000000;  0.000000000
11.66666667;  0.000000000;  0.000000000
15.00000000;  0.000000000;  0.000000000
18.33333333;  0.000000000;  0.000000000
21.66666667;  0.000000000;  0.000000000
25.00000000;  0.000000000;  0.000000000
28.33333333;  0.000000000;  0.000000000
31.66666667;  0.000000000;  0.000000000
35.00000000;  0.000000000;  0.000000000
38.33333333;  0.000000000;  0.000000000
41.66666667;  0.000000000;  0.000000000
45.00000000;  0.000000000;  0.000000000
48.33333333;  0.000000000;  0.000000000
51.66666667;  0.000000000;  0.000000000
55.00000000;  0.000000000;  0.000000000
58.33333333;  0.000000000;  0.000000000
61.66666667;  0.000000000;  0.000000000
65.00000000;  0.000000000;  0.000000000
68.33333333;  0.000000000;  0.000000000
71.66666667;  0.000000000;  0.000000000
75.00000000;  0.000000000;  0.000000000
78.33333333;  0.000000000;  0.000000000
81.66666667;  0.000000000;  0.000000000
85.00000000;  0.000000000;  0.000000000
88.33333333;  0.000000000;  0.000000000
91.66666667;  0.000000000;  0.000000000
95.00000000;  0.000000000;  0.000000000
98.33333333;  0.000000000;  0.000000000
101.6666667;  0.000000000;  0.000000000
105.0000000;  0.000000000;  0.000000000
108.3333333;  0.000000000;  0.000000000
111.6666667;  0.000000000;  0.000000000
115.0000000;  0.000000000;  0.000000000
118.3333333;  0.000000000;  0.000000000
121.6666667;  0.000000000;  0.000000000
125.0000000;  0.000000000;  0.000000000
128.3333333;  0.000000000;  0.000000000
131.6666667;  0.000000000;  0.000000000
135.0000000;  0.000000000;  0.000000000
138.3333333;  0.000000000;  0.000000000
141.6666667;  0.000000000;  0.000000000
145.0000000;  0.01550927483;  0.0004890639258
148.3333333;  0.3416563173;  0.01176374462
151.6666667;  2.127237630;  0.08515305044
155.0000000;  7.565328225;  0.3577537188
158.3333333;  16.12821163;  0.9641631838
161.6666667;  21.86860239;  1.821391265
165.0000000;  20.94366621;  2.676565039
168.3333333;  14.78871656;  3.305063084
171.6666667;  8.316363932;  3.672631416
175.0000000;  4.252592108;  3.867958274
178.3333333;  1.679626936;  3.948072481
181.6666667;  0.6772792037;  3.981595987
185.0000000;  0.2309372168;  3.993450075
188.3333333;  0.1028410815;  3.998920881
191.6666667;  0.01958601303;  4.000000000
195.0000000;  0.000000000;  4.000000000
198.3333333;  0.000000000;  4.000000000
201.6666667;  0.000000000;  4.000000000
205.0000000;  0.000000000;  4.000000000
208.3333333;  0.000000000;  4.000000000
211.6666667;  0.000000000;  4.000000000
215.0000000;  0.000000000;  4.000000000
218.3333333;  0.000000000;  4.000000000
221.6666667;  0.000000000;  4.000000000
225.0000000;  0.000000000;  4.000000000
228.3333333;  0.000000000;  4.000000000
231.6666667;  0.000000000;  4.000000000
235.0000000;  0.000000000;  4.000000000
238.3333333;  0.000000000;  4.000000000
241.6666667;  0.000000000;  4.000000000
245.0000000;  0.000000000;  4.000000000
248.3333333;  0.000000000;  4.000000000
251.6666667;  0.000000000;  4.000000000
255.0000000;  0.000000000;  4.000000000
258.3333333;  0.000000000;  4.000000000
261.6666667;  0.000000000;  4.000000000
265.0000000;  0.0001121545045;  4.000011812
268.3333333;  0.005454598287;  4.000600841
271.6666667;  0.006328315523;  4.001301304
275.0000000;  0.006863126860;  4.002079720
278.3333333;  0.005797641561;  4.002753326
281.6666667;  0.003140620904;  4.003127016
285.0000000;  0.01134480346;  4.004509024
288.3333333;  0.01295806378;  4.006124698
291.6666667;  0.02485443869;  4.009295734
295.0000000;  0.04471805593;  4.015132209
298.3333333;  0.04580459246;  4.021246359
301.6666667;  0.04820820534;  4.027825952
305.0000000;  0.05421653259;  4.035390008
308.3333333;  0.06607276782;  4.044810785
311.6666667;  0.1015050230;  4.059598170
315.0000000;  0.1380970885;  4.080148968
318.3333333;  0.1567686847;  4.103974715
321.6666667;  0.1973074949;  4.134592840
325.0000000;  0.2564719642;  4.175221214
328.3333333;  0.2959732994;  4.223073779
331.6666667;  0.3819006063;  4.286079018
335.0000000;  0.5438258797;  4.377610833
338.3333333;  0.7239223406;  4.501891643
341.6666667;  0.9000540640;  4.659469892
345.0000000;  1.197240216;  4.873188272
348.3333333;  1.424170635;  5.132352120
351.6666667;  1.637312783;  5.436032212
355.0000000;  1.809165856;  5.777978023
358.3333333;  1.907199534;  6.145254142
361.6666667;  2.054086033;  6.548210190
365.0000000;  2.200446859;  6.987871895
368.3333333;  2.205081743;  7.436543630
371.6666667;  2.328686601;  7.918980164
375.0000000;  2.320544804;  8.408391879
378.3333333;  2.313961695;  8.905129664
381.6666667;  2.340113084;  9.416372313
385.0000000;  2.340346176;  9.936635721
388.3333333;  2.192430448;  10.43249317
391.6666667;  2.029977453;  10.89952455
395.0000000;  1.861584901;  11.33513534
398.3333333;  1.736836225;  11.74844324
401.6666667;  1.541753453;  12.12149408
405.0000000;  1.241109876;  12.42680458
408.3333333;  1.128132144;  12.70890976
411.6666667;  1.037111893;  12.97250550
415.0000000;  0.9600414647;  13.22048029
418.3333333;  0.9190628338;  13.46169926
421.6666667;  0.8367480226;  13.68482748
425.0000000;  0.8465874825;  13.91416280
428.3333333;  0.8067373543;  14.13614446
431.6666667;  0.7389705758;  14.34265649
435.0000000;  0.8074581603;  14.57180639
438.3333333;  0.8061826558;  14.80411406
441.6666667;  0.7800200343;  15.03231428
445.0000000;  0.7659536338;  15.25979445
448.3333333;  0.7750386716;  15.49343405
451.6666667;  0.7569782882;  15.72503507
455.0000000;  0.7438952694;  15.95600506
458.3333333;  0.7601645638;  16.19549729
461.6666667;  0.7857038804;  16.44664940
465.0000000;  0.8202425909;  16.71264171
468.3333333;  0.8384120961;  16.98843806
471.6666667;  0.7769555825;  17.24766933
475.0000000;  0.7889192667;  17.51462587
478.3333333;  0.8227552387;  17.79695307
481.6666667;  0.8619104498;  18.09685279
485.0000000;  0.8730056647;  18.40483190
488.3333333;  0.8508786111;  18.70914528
491.6666667;  0.8229775565;  19.00751187
495.0000000;  0.8027723501;  19.30251284
498.3333333;  0.7991663849;  19.60015724
501.6666667;  0.8456217677;  19.91933105
505.0000000;  0.8894305087;  20.25951621
508.3333333;  0.9057278665;  20.61052296
511.6666667;  0.8781594659;  20.95532370
515.0000000;  0.9002162904;  21.31340517
518.3333333;  0.9567928903;  21.69893387
521.6666667;  0.9901635496;  22.10305690
525.0000000;  0.9785543052;  22.50756200
528.3333333;  0.9731188447;  22.91494449
531.6666667;  1.017620080;  23.34634928
535.0000000;  1.007420621;  23.77880218
538.3333333;  0.9540545354;  24.19346599
541.6666667;  0.9610281045;  24.61634944
545.0000000;  0.9954507859;  25.05978770
548.3333333;  0.9772338279;  25.50045227
551.6666667;  1.044901893;  25.97737644
555.0000000;  1.059453043;  26.46680352
558.3333333;  1.042859477;  26.95436928
561.6666667;  1.033827323;  27.44350073
565.0000000;  0.9848558455;  27.91500956
568.3333333;  0.9585186678;  28.37933993
571.6666667;  0.9898868522;  28.86450724
575.0000000;  1.008385120;  29.36452144
578.3333333;  1.054693517;  29.89357902
581.6666667;  1.072703382;  30.43789138
585.0000000;  1.062771164;  30.98336240
588.3333333;  1.033712015;  31.51998213
591.6666667;  1.032180943;  32.06189592
595.0000000;  0.9824976689;  32.58355360
598.3333333;  0.9718544361;  33.10535801
601.6666667;  1.002530912;  33.64964731
605.0000000;  0.9699108618;  34.18207750
608.3333333;  0.9968457384;  34.73534006
611.6666667;  1.017731408;  35.30640157
615.0000000;  1.036646643;  35.89443369
618.3333333;  1.010668745;  36.47396141
621.6666667;  1.010295115;  37.05953767
625.0000000;  0.9688449664;  37.62712718
628.3333333;  0.9730941073;  38.20330305
631.6666667;  0.9898245610;  38.79562000
635.0000000;  0.9661763468;  39.37990382
638.3333333;  0.9609158936;  39.96712325
641.6666667;  0.9128243433;  40.53079485
645.0000000;  0.9320391302;  41.11232676
648.3333333;  0.9444951042;  41.70773711
651.6666667;  1.004793059;  42.34768939
655.0000000;  0.9653105220;  42.96880091
658.3333333;  0.9490973621;  43.58571174
661.6666667;  0.9811320138;  44.22991940
665.0000000;  0.9872611033;  44.88469915
668.3333333;  0.9743623077;  45.53741871
671.6666667;  0.9551987684;  46.18369949
675.0000000;  0.9384088725;  46.82493792
678.3333333;  0.9946029458;  47.51130420
681.6666667;  1.009317898;  48.21468736
685.0000000;  0.9940587263;  48.91422816
688.3333333;  0.9950791457;  49.62131879
691.6666667;  0.9848039623;  50.32790202
695.0000000;  0.9809033548;  51.03848642
698.3333333;  0.9964025404;  51.76723917
